,Unnamed: 0,INDUSTRY_GROUP,INDUSTRY,SECTOR,CURRENCY,DEFAULT_PROB,NBR_EMPLOYEES,EMPL_GROWTH,PCT_WOMEN_EMPLOYEES,PCT_WOMEN_MGT,WHISTLE_BLOWER_POLICY,ETHICS_POLICY,BRIBERY_POLICY,COUNTRY,COUNTRY_RISK_GROWTH_RATE,COUNTRY_RISK_DIVIDEND_YIELD,COUNTRY_RISK_PAYOUT_RATIO,VOLATILITY_30D,VOLATILITY_180D,PCT_CHG_1_YEAR,PCT_CHG_6_M,DIVIDEND_YIELD,MARKETCAP,TOTAL_ASSETS,TOTAL_LIABILITIES,CURRENT_ASSETS,EBIT,RETAINED_EARNINGS,SALES,SALES_GROWTH,INTEREST_EXPENSES,anomaly_score
10,11,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,CHF,0.50949465750515,118393.0,-0.258635214827296,49.0,25.0,Y,Y,Y,CH,9.595400999999999,3.013228,57.221441000000006,13.92609,14.980070000000001,17.60225,3.8356120000000002,3.29815314294373,218192521091.6,130124.0,55233.0,24931.0,8268.0,81148.0,49436.0,-1.8873915891003599,707.0,0.09085884152362811
11,12,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Information Technology,EIL,0.9871871265091701,43480.0,0.6877706504874599,35.0068016052246,11.0,Y,Y,Y,CH,9.595400999999999,3.013228,57.221441000000006,21.37032,32.982440000000004,88.38709,45.48043,1.0309412842160801,18623096984.8,7592.68038304731,3235.0431402294503,4249.54963496729,193.44677633983397,408.647008628046,6303.291455222729,1.1019283746556499,36.1582759513709,0.09542081881171
12,13,Capital Goods,Industrial Conglomerates,Industrials,EDM,0.9811600074222661,363000.0,3.41880341880342,23.0,,Y,Y,Y,DE,7.823563,2.388852,40.318647,15.5545,16.81054,5.726496,6.683917999999999,2.9121500603725696,105145000000.0,133804.0,89278.0,58429.0,7692.0,35696.0,83049.0,4.27527497363267,1051.0,0.10441388974316518
13,14,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,EFR,0.610489820375315,106859.0,-7.58620093227595,,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,13.49644,14.876829999999998,-3.530815,-10.51275,4.0575737328951,92145636826.1,104672.0,46948.0,33108.0,6534.0,4582.0,34708.0,-0.4388858609907921,274.0,0.08701809191538618
14,15,Automobiles & Components,Automobiles,Consumer Discretionary,EDM,0.8934783983902571,282488.0,-0.537647659454606,17.7000007629395,,Y,Y,Y,DE,7.823563,2.388852,40.318647,9.212817999999999,12.40888,6.186298000000001,19.86257,4.33217808584378,80248506899.47,242988.0,183855.0,102052.0,12113.0,40794.0,153261.0,2.53835294747336,546.0,0.020017717123338774
15,16,"Food, Beverage & Tobacco",Tobacco,Consumer Staples,GBP,0.999367435668654,33800.0,-0.294985250737463,,,,,,GB,16.894275,3.7237,60.939539,14.06962,19.004739999999998,-16.24549,-13.75465,5.48110071480749,28764706321.52,30990.0,24764.0,6896.0,2278.0,-1084.0,15280.0,8.376480601461099,549.0,0.10540808229532489
16,17,Household & Personal Products,Personal Products,Consumer Staples,EFR,0.45972717896859205,89331.0,7.78224200962826,70.2473983764648,43.0,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,13.312470000000001,14.50046,9.26198,2.708682,1.7761033112574198,104144446550.4,35630.2,11126.2,10045.6,3961.8,17057.4,25837.1,2.2951689405877005,52.9,0.07403116768140611
17,18,Software & Services,IT Services,Information Technology,EDM,1.5185476047204098,3470.0,68.1201550387597,,,N,N,N,DE,7.823563,2.388852,40.318647,26.37462,24.611179999999997,150.7123,72.06319,0.145454542203383,13592214460.0,3482.062,2007.099,2095.624,234.977,829.2860000000001,1028.358,33.3209738895947,15.9,0.11884635269822624
18,19,Transportation,Airlines,Industrials,EIP,0.96809480612553,12438.0,13.838550247117,,,,,,IE,7.668547,1.266204,16.770899,38.15849,27.387559999999997,12.743780000000001,-7.0933779999999995,0.0,19830660842.58,11989.7,7566.7,4706.1,1534.0,3456.8,6647.8,1.7136387282352599,67.2,0.0692790524660728
19,20,Capital Goods,Aerospace & Defense,Industrials,EFR,0.849299969928752,133782.0,-2.0443129731867002,17.2000007629395,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,21.3663,21.44044,42.01103,30.01261,1.45489818282343,71871056992.98,111133.0,107481.0,56096.0,2006.0,4987.0,66581.0,3.30643910007758,522.0,0.12038165134942308
20,21,Utilities,Multi-Utilities,Utilities,GBP,1.22331266482243,22132.0,5.12016718913271,23.399999618530302,28.899999618530302,Y,Y,Y,GB,16.894275,3.7237,60.939539,12.483189999999999,13.846570000000002,-11.77634,-12.94549,15.5285967896316,28054791447.595,65840.0,45456.0,13574.0,3208.0,22582.0,15035.0,13.798062367544699,894.0,0.0607059857238863
21,22,Media,Media,Consumer Discretionary,EUR,4.85413650303214,49732.0,32.5974510744947,,,,,,NL,17.262757,3.421412,53.202987,72.9092,58.17184,-53.948719999999994,-57.043769999999995,0.0,16298540263.285,80412.3,82751.9,7720.2,1621.0,-2779.5,20755.7,42.6479179123455,3136.6,-0.026687730900705975
22,23,Telecommunication Services,Wireless Telecommunication Ser,Telecommunication Services,GBP,0.8371481009090429,111556.0,-0.114609075606175,38.0,25.0,Y,Y,Y,GB,16.894275,3.7237,60.939539,14.51925,16.77134,9.585051,-0.08849558,5.75832142251271,60230643062.734,154684.0,80965.0,42737.0,3811.0,-105851.0,47631.0,-4.37462356956434,1662.0,0.10584086342674309
23,24,Technology Hardware & Equipmen,Communications Equipment,Information Technology,EFM,1.4355803610106102,100875.0,81.04562259951899,22.0,14.0,Y,Y,Y,FI,9.179972,4.205172,67.815106,23.03781,31.86768,-10.77683,-25.37089,4.28211591405893,23205792700.122,44901.0,23926.0,20719.0,-1103.0,3588.0,23614.0,88.92711416913349,252.0,0.11062861691020637
24,25,Utilities,Electric Utilities,Utilities,GBP,0.8237978050322909,21157.0,0.184676579221517,31.399999618530302,,Y,Y,Y,GB,16.894275,3.7237,60.939539,15.88279,16.99765,-14.276229999999998,-12.355739999999999,7.1494967507171,13096633066.43,23916.4,17643.9,7371.1,1753.1,2594.5,29037.9,0.8915511113118659,16.6,0.10638149360381871
25,26,Capital Goods,Aerospace & Defense,Industrials,EFR,0.6569547315835179,57542.0,-6.31390426571149,26.399999618530302,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,17.65192,16.7443,41.59814,12.59716,1.6655708754399698,38058119927.1,31058.0,24249.0,16911.0,3252.0,2922.0,16482.0,1.6027616816668702,71.0,0.09466379207274817
26,27,Automobiles & Components,Automobiles,Consumer Discretionary,EDM,0.8896033655008921,124729.0,2.03281960668826,18.7000007629395,,Y,Y,Y,DE,7.823563,2.388852,40.318647,14.04088,15.36765,8.640272999999999,16.61534,3.69510135135135,61392240976.48,188535.0,141172.0,66864.0,9373.0,44445.0,94163.0,2.15676701925685,327.0,0.10078204557859027
27,28,Diversified Financials,Capital Markets,Financials,GBP,0.24743704869093802,1043.0,7.63673890608875,,,,,,GB,16.894275,3.7237,60.939539,20.240029999999997,20.52946,47.17557,42.49815,1.5041493775933603,9144863090.0,741.5,433.8,714.6,261.1,304.1,385.7,-0.678026333069824,0.0,0.12230016384910031
28,29,Energy,"Oil, Gas & Consumable Fuels",Energy,EUR,0.7346333253570441,5013.0,3.2331136738055997,36.2000007629395,,N,Y,Y,FI,9.179972,4.205172,67.815106,22.96451,23.76737,72.09439,55.53187,2.23367689401423,14958591041.24,7443.0,3689.0,3285.0,1141.0,3867.0,11689.0,5.01302668223879,60.0,0.11920876842423045
29,30,Materials,Chemicals,Materials,EFR,0.656935403730929,67000.0,30.0970873786408,25.0,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,13.343679999999999,14.91334,16.35129,13.05988,2.16847362868283,46695332950.0,44117.8,26992.8,7265.0,3059.5,11611.4,18134.8,14.642981319341303,396.5,0.08374379427066297
30,31,Media,Media,Consumer Discretionary,EFR,0.8922019237692199,20300.0,19.411764705882398,41.0,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,26.083389999999998,22.79795,32.921,20.704629999999998,1.69204740254004,30638831994.12,32365.0,12753.0,9160.0,1194.0,8539.0,10819.0,0.5296413306076939,63.0,0.10806111309373101
31,32,Utilities,Electric Utilities,Utilities,EES,0.9773709210638181,28389.0,4.49041186646546,24.0,18.9599990844727,Y,Y,Y,ES,11.508646,3.4619910000000003,55.665601,18.1943,17.15541,11.1703,-1.417186,4.327643074722269,42188365170.0,106706.22,66018.83099999999,10403.47,4554.036,2704.9829999999997,29215.382,-7.01273919955868,1027.798,0.09874980887349721
32,33,Materials,Chemicals,Materials,NOK,1.0186872817762098,14736.0,14.3832958161919,20.4300003051758,14.8999996185303,Y,Y,Y,NO,16.384215,2.916049,54.255954,24.68918,24.63962,10.34483,22.020970000000002,2.6041666666666696,104915646720.0,120505.0,43735.0,36567.0,8771.0,60916.0,95245.0,-11.819166566368198,707.0,0.11766352999590102
33,34,Capital Goods,Aerospace & Defense,Industrials,GBP,0.917865412588872,49900.0,-1.1881188118811898,14.8000001907349,11.3400001525879,Y,Y,Y,GB,16.894275,3.7237,60.939539,24.90431,23.67793,31.441390000000002,-2.6903240000000004,1.31048384960407,16518695476.896002,25538.0,23674.0,12858.0,-73.0,445.0,14955.0,8.961748633879779,77.0,0.11508943712531128
34,35,Capital Goods,Electrical Equipment,Industrials,EFR,0.7460178748369379,170866.0,-5.78732038685061,31.0,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,15.501170000000002,16.55086,15.12885,15.49855,2.6969856714080205,45150744544.88,41851.0,21198.0,13137.0,2951.0,12775.0,24693.0,-7.308558558558559,313.0,0.10409172089274582
35,36,"Food, Beverage & Tobacco",Beverages,Consumer Staples,EDG,0.548544871624576,73525.0,-0.328059972616482,20.7800006866455,17.0,Y,Y,Y,NL,17.262757,3.421412,53.202987,13.9191,12.41981,24.63484,1.001593,1.53256706592868,51114471877.62,39321.0,24748.0,8137.0,2755.0,11626.0,20792.0,1.36999658719711,419.0,0.04771359093148714
36,37,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,GBP,0.7271209448505859,99827.0,-1.34892086330935,43.0,43.4799995422363,Y,Y,Y,GB,16.894275,3.7237,60.939539,13.643329999999999,16.51213,-12.18881,-15.913310000000001,5.891016200294549,67328932074.6,59081.0,54118.0,16711.0,2651.0,1059.0,27889.0,16.5781883543034,671.0,0.09847145342258534
37,38,Energy,"Oil, Gas & Consumable Fuels",Energy,EIL,0.7799733829416579,33536.0,-1.9300502982805,22.9599990844727,14.0,Y,Y,Y,IT,15.089642000000001,2.90857,58.789717,12.79889,13.179520000000002,-4.630226,13.726989999999999,5.394470747949621,53894968443.9,124545.0,71459.0,37985.0,2157.0,39862.0,55762.0,-22.8591981849874,757.0,0.05032847564968912
38,39,Automobiles & Components,Auto Components,Consumer Discretionary,EFR,1.06800346908633,105700.0,-0.0945179584120983,17.1000003814697,17.2999992370605,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,16.3012,16.956329999999998,26.89858,10.353639999999999,2.5096525096525095,23247967816.5,25322.0,14676.0,10853.0,2791.0,7034.0,20907.0,-1.37742346337091,216.0,0.09705192149549646
39,40,Automobiles & Components,Auto Components,Consumer Discretionary,EDM,0.7167928927466871,220137.0,5.88651220063589,27.0,,Y,Y,Y,DE,7.823563,2.388852,40.318647,23.397579999999998,16.95563,34.31794,30.53235,1.69932027189124,50021496348.3,36174.9,21440.1,14853.9,4084.7,11534.7,40549.5,3.3582279771615,308.4,0.05943958178601233
40,41,Materials,Construction Materials,Materials,EIP,0.973128849872629,86778.0,11.1028602156044,18.0,8.0,Y,Y,Y,IE,7.668547,1.266204,16.770899,17.141189999999998,20.81729,-7.469072,-0.03300078,2.1626983606626102,25410420970.09,31594.0,17151.0,9394.0,2027.0,6472.0,27104.0,14.677385233763498,337.0,0.11549707752321103
41,42,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care,EFR,0.610312868074936,63676.0,4.587487475978519,54.2000007629395,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,15.844529999999999,17.7164,1.6326530000000001,-1.796668,1.3386880856760401,24553005439.95,13163.0,6109.0,3509.0,1230.0,5749.0,7115.0,5.94103633114949,71.0,0.10952719519112208
42,43,Materials,Chemicals,Materials,EUR,1.0463031548786,34351.0,2.30819633071241,24.7000007629395,9.60000038146973,Y,Y,Y,DE,7.823563,2.388852,40.318647,16.49716,16.17227,8.207818,9.862542,3.59712222758255,14898020000.0,19645.0,11895.0,8808.0,1371.0,5716.0,12732.0,-5.73776560302066,229.0,0.09062766788655102
43,44,Utilities,Electric Utilities,Utilities,EIL,1.13516645651849,62080.0,-8.59027593721471,20.1884994506836,17.1340007781982,Y,Y,Y,IT,15.089642000000001,2.90857,58.789717,20.008879999999998,17.68615,30.193240000000003,9.775971,3.6178106279674,54798405200.0,155596.0,103021.0,35292.0,8921.0,21518.0,68604.0,-6.11965624828945,2679.0,0.10640576273686347
44,45,Utilities,Electric Utilities,Utilities,EES,0.8667235934093911,1773.0,0.567214974475326,23.7000007629395,,Y,Y,Y,ES,11.508646,3.4619910000000003,55.665601,17.69546,18.19296,4.705882,-3.181943,4.91797756612971,9631224000.0,10550.35,7629.8009999999995,1293.585,1003.288,636.92,1953.6070000000002,0.110789696865658,162.003,0.11743882514167364
45,46,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,GBP,0.6080938008291341,588112.0,11.5581015971774,,,,,,GB,16.894275,3.7237,60.939539,14.778170000000001,14.880560000000001,8.224135,-5.15528,6.18860510805501,24177569305.44,10979.0,8859.0,3531.0,1623.0,-2875.0,22568.0,15.1134914562612,112.0,0.09379417550138719
46,47,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Health Care,CHF,0.632779356433677,10130.0,3.06236646657849,,,Y,Y,Y,CH,9.595400999999999,3.013228,57.221441000000006,21.7227,20.918779999999998,61.154309999999995,25.7329,0.9427451379130181,20121456790.4,6828.0,4473.0,2065.0,486.0,2565.0,4132.0,8.651064948724692,76.0,0.11926745191100047
47,48,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,GBP,1.0094910962586898,42044.0,2.11050394656952,64.0,40.0,Y,Y,Y,GB,16.894275,3.7237,60.939539,21.09852,20.90212,-2.7912619999999997,2.1944369999999997,2.4294632472349,7346253632.85,4688.8,2164.0,337.6,548.3,4330.9,3106.0,6.30433294544458,32.7,0.11744388716344406
48,49,Transportation,Transportation Infrastructure,Industrials,EUR,0.659257773522148,8063.0,2.29637147931997,35.0,,Y,Y,Y,ES,11.508646,3.4619910000000003,55.665601,15.60493,17.78833,32.06562,6.430292,2.1626199456273603,26565000000.0,15513.774,10488.025,1011.153,1467.8139999999999,2521.8520000000003,3709.5809999999997,7.501994517648409,0.0,0.10880840296284361
49,50,Materials,Chemicals,Materials,EDM,0.950006384050105,17205.0,1.3728493990101298,,10.0,Y,Y,Y,DE,7.823563,2.388852,40.318647,27.60782,23.9558,54.72036,72.5549,1.15673799884326,9017184540.0,7461.6,4868.4,2182.5,382.6,2488.7,5404.2,2.03919791548658,42.4,0.10894469671014889
50,51,Materials,Construction Materials,Materials,CHF,1.17308113820078,90000.0,-10.852252466421001,14.0,16.0,Y,Y,Y,CH,9.595400999999999,3.013228,57.221441000000006,15.58254,18.46329,20.94538,5.638294999999999,3.3568310482285804,36159642986.4,69617.0,34870.0,14435.0,2837.0,16546.0,26904.0,14.0773405698779,952.0,0.11207754531250841
51,52,Materials,Metals & Mining,Materials,NOK,1.01617708850159,12911.0,-0.684615384615385,13.6000003814697,29.0,Y,Y,Y,NO,16.384215,2.916049,54.255954,23.55627,24.75959,35.14114,16.810760000000002,2.05592105263158,125795095180.8,130793.0,43153.0,36371.0,6026.0,50210.0,81953.0,-6.546628047528911,265.0,0.11363234786437154
52,53,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Information Technology,CHF,5.248124985073151,2175.0,13.222280062467501,27.0,13.0,Y,Y,Y,AT,14.016070000000001,1.481962,44.04226,60.96167,49.97932,170.4957,21.0634,0.366789788021404,7496480548.8,1422.9879999999998,755.432,439.264,61.318000000000005,488.741,549.94,-11.7412935323383,4.906000000000001,0.02972134640546359
53,54,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Health Care,DKK,0.770409585770193,4983.0,-5.2120981548411605,,,Y,Y,Y,DK,17.540567000000003,2.2935830000000004,52.80684399999999,25.10686,34.37062,7.849829,-17.66545,0.776545181516233,62899107328.0,20210.0,10516.0,7524.0,2292.0,7772.0,15634.0,7.12621625325476,60.0,0.10597898313354776
54,55,Energy,Energy Equipment & Services,Energy,EUR,2.1531268051526697,19076.0,-12.2579458166598,23.4300003051758,,Y,Y,Y,LU,0.0,0.0,0.0,22.10318,25.52487,-16.38286,4.169714,2.5274573166048904,16810846880.0,14003.275,2590.203,4968.571,-59.056999999999995,10776.19,4293.592000000001,-37.802180259572395,22.329,0.12010406468508955
55,56,Materials,Chemicals,Materials,EUR,0.8521874262061859,19637.0,4.41880250983729,24.600000381469698,18.0,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,17.01175,17.04225,16.05405,10.05741,1.90964131561834,8144698819.1,9050.0,4801.0,3155.0,717.0,1250.0,7535.0,-1.92633086034101,62.0,0.10051902534142393
56,57,Real Estate,Equity Real Estate Investment,Real Estate,EUR,0.565516637529684,1990.0,-0.30060120240481003,50.0999984741211,,N,Y,Y,FR,9.498417,2.892363,49.224484000000004,18.98291,14.48125,-5.1623470000000005,-5.734853,5.02463044791386,20270905228.0,40745.0,19725.2,1235.8,3494.3,8349.3,2031.6,2.68904164981803,343.6,0.046130005900080484
57,58,Telecommunication Services,Diversified Telecommunication,Telecommunication Services,EFR,0.8025362149678309,141257.0,-9.764152751338301,36.0999984741211,29.399999618530302,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,13.33862,12.63327,-2.791791,1.58172,4.49826973119822,38437817855.55,94668.0,61494.0,18824.0,4123.0,-2614.0,40918.0,1.6949995029326999,1468.0,0.04773878522845987
58,59,Telecommunication Services,Diversified Telecommunication,Telecommunication Services,GBP,2.3768615163491402,106400.0,3.8048780487804903,25.0,,Y,Y,Y,GB,16.894275,3.7237,60.939539,21.02074,19.293960000000002,-31.78355,-14.350579999999999,5.83112442958359,26203545241.691,42372.0,34037.0,6875.0,3155.0,-650.0,24062.0,26.5621712602567,582.0,0.10823535234819648
59,60,Software & Services,Software,Information Technology,CHF,0.5866599109988211,4356.0,8.9,31.0,,N,Y,Y,CH,9.595400999999999,3.013228,57.221441000000006,22.61046,22.89301,81.90704000000001,35.901559999999996,0.43307087552829,8997940348.0,1171.502,772.363,430.166,149.22299999999998,524.985,634.036,16.8723490930004,13.005,0.11882823878513715
60,61,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Consumer Discretionary,EIL,0.754848993063695,82282.0,4.24283886333979,,,,,,IT,15.089642000000001,2.90857,58.789717,14.407379999999998,18.16078,-0.39024390000000003,-0.09784437,1.80215478293693,24760068484.65,10299.787,4515.409000000001,3027.618,1345.267,4731.475,9085.707,2.8192927171581696,73.687,0.10867896196434057
61,62,Capital Goods,Aerospace & Defense,Industrials,EFR,0.692527566368339,63783.0,3.1286379511059397,22.600000381469698,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,26.11303,16.852870000000003,2.516292,-2.666384,1.80802101266507,19407235243.5,22689.6,17823.6,14066.2,1302.5,376.5,14884.8,5.84219807725125,11.3,0.03958530156929868
62,63,Capital Goods,Aerospace & Defense,Industrials,GBP,1.3667148127890603,76000.0,1.33333333333333,20.0,16.0,Y,Y,Y,GB,16.894275,3.7237,60.939539,10.0505,16.2766,-2.1482099999999997,-3.116241,3.65895166780123,18722154124.18,22976.0,19512.0,7029.0,1652.0,-4583.0,17790.0,5.974861499970219,208.0,0.04457218863318635
63,64,"Food, Beverage & Tobacco",Beverages,Consumer Staples,GBP,0.6640749107632211,31083.0,-6.688481282459249,25.0,39.0,Y,Y,Y,CH,9.595400999999999,3.013228,57.221441000000006,12.73188,19.386860000000002,35.357009999999995,7.733333,1.59731509268481,8903787810.96,6564.9,3694.8,2061.3,506.3,3119.7,6219.0,-2.0028048722837704,68.3,0.08449504002279618
64,65,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,GBP,1.32123188054359,464520.0,-2.2883935389010097,57.0,36.0,Y,Y,Y,GB,16.894275,3.7237,60.939539,20.05981,21.102970000000003,4.790719999999999,18.607310000000002,0.48123195380173206,17022281058.616001,45853.0,39439.0,15417.0,1017.0,332.0,55917.0,3.67863831049636,436.0,0.12455223245213509
65,66,Software & Services,Software,Information Technology,EFR,0.367697784258329,15133.0,8.29397452411622,24.0,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,11.5945,15.04326,31.65478,20.41965,0.5631108918293349,24558969817.72,6943.066,3060.235,3570.4359999999997,672.034,3173.639,3055.586,7.61170717620106,25.328000000000003,0.060890272702778137
66,67,Technology Hardware & Equipmen,Communications Equipment,Information Technology,SEK,1.23504890047335,116416.0,0.116098072771992,23.0,25.0,Y,Y,Y,SE,7.439849000000001,3.410693,56.57040799999999,23.28056,32.338770000000004,11.542860000000001,11.75572,1.70998632010944,195101342251.12,283347.0,142855.0,175771.0,6268.0,98740.0,222608.0,-9.84610400129597,1355.0,0.10852302345362741
67,68,Telecommunication Services,Diversified Telecommunication,Telecommunication Services,EES,1.05441367529799,127323.0,-7.40549503294402,37.5999984741211,20.5,Y,Y,Y,ES,11.508646,3.4619910000000003,55.665601,14.303560000000001,17.76909,-9.112925,-11.06085,4.84378791427058,42876623462.988,123641.0,95256.0,19974.0,5469.0,18078.0,52036.0,-5.2443732245611505,2225.0,0.10584266079905152
68,69,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care,EDM,1.01395493937754,232873.0,4.75382919862351,68.0,30.0,Y,Y,Y,DE,7.823563,2.388852,40.318647,23.38004,19.14949,-9.563575,-8.60332,0.925649454715395,37243261157.22,46447.0,24843.0,11799.0,4327.0,0.0,29083.0,5.2740172301455095,678.0,0.09726143066082382
69,70,Capital Goods,Building Products,Industrials,SEK,0.5732201641376,46928.0,2.03069965647693,31.0,21.0,Y,Y,Y,SE,7.439849000000001,3.410693,56.57040799999999,13.3832,17.58416,7.905856,3.712301,1.68161434977578,198928648519.2,95282.0,48057.0,26025.0,9520.0,34634.0,71293.0,4.69023039985903,584.0,0.09448999782597056
70,71,Energy,"Oil, Gas & Consumable Fuels",Energy,EIL,1.14349067374324,2883.0,-4.05990016638935,12.8000001907349,14.6999998092651,Y,Y,Y,IT,15.089642000000001,2.90857,58.789717,17.99136,16.423939999999998,8.524242,2.826858,4.23171324769714,14261599212.0,20129.0,13632.0,1543.0,1293.0,3377.0,2419.0,-2.06477732793522,634.0,0.09003666588840542
71,72,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Consumer Discretionary,EFR,0.805387745267394,40052.0,3.2241437076364,58.0699996948242,,Y,Y,Y,FR,9.498417,2.892363,49.224484000000004,21.44096,20.084039999999998,80.03495,34.40965,1.2375636749897,52039708596.2,24139.0,12175.1,5640.2,1380.2,8231.6,12384.9,6.91200082871496,135.6,0.11063237739680853
